page_name,pair_index,randomised,left_is,right_is
clothing_pair_620,620,yes,,
clothing_pair_621,621,no,,
clothing_pair_622,622,yes,,
clothing_pair_623,623,yes,,
clothing_pair_624,624,no,,
clothing_pair_625,625,no,,
clothing_pair_626,626,no,,
clothing_pair_627,627,yes,,
clothing_pair_628,628,yes,,
clothing_pair_629,629,no,,
clothing_pair_630,630,yes,,
clothing_pair_631,631,yes,,
clothing_pair_632,632,no,,
clothing_pair_633,633,yes,,
clothing_pair_634,634,yes,,
clothing_pair_635,635,no,,
clothing_pair_636,636,no,,
clothing_pair_637,637,no,,
clothing_pair_638,638,yes,,
clothing_pair_639,639,no,,
