page_name,pair_index,randomised,left_is,right_is
clothing_pair_460,460,no,,
clothing_pair_461,461,no,,
clothing_pair_462,462,no,,
clothing_pair_463,463,no,,
clothing_pair_464,464,no,,
clothing_pair_465,465,yes,,
clothing_pair_466,466,no,,
clothing_pair_467,467,no,,
clothing_pair_468,468,yes,,
clothing_pair_469,469,yes,,
clothing_pair_470,470,yes,,
clothing_pair_471,471,no,,
clothing_pair_472,472,no,,
clothing_pair_473,473,no,,
clothing_pair_474,474,yes,,
clothing_pair_475,475,no,,
clothing_pair_476,476,no,,
clothing_pair_477,477,no,,
clothing_pair_478,478,no,,
clothing_pair_479,479,yes,,
