page_name,pair_index,randomised,left_is,right_is
electronics_pair_720,720,no,,
electronics_pair_721,721,no,,
electronics_pair_722,722,yes,,
electronics_pair_723,723,yes,,
electronics_pair_724,724,yes,,
electronics_pair_725,725,no,,
electronics_pair_726,726,yes,,
electronics_pair_727,727,no,,
electronics_pair_728,728,no,,
electronics_pair_729,729,no,,
electronics_pair_730,730,yes,,
electronics_pair_731,731,yes,,
electronics_pair_732,732,no,,
electronics_pair_733,733,yes,,
electronics_pair_734,734,yes,,
electronics_pair_735,735,no,,
electronics_pair_736,736,yes,,
electronics_pair_737,737,no,,
electronics_pair_738,738,yes,,
electronics_pair_739,739,no,,
