page_name,pair_index,randomised,left_is,right_is
electronics_pair_660,660,yes,,
electronics_pair_661,661,no,,
electronics_pair_662,662,no,,
electronics_pair_663,663,no,,
electronics_pair_664,664,no,,
electronics_pair_665,665,no,,
electronics_pair_666,666,yes,,
electronics_pair_667,667,no,,
electronics_pair_668,668,no,,
electronics_pair_669,669,no,,
electronics_pair_670,670,yes,,
electronics_pair_671,671,yes,,
electronics_pair_672,672,no,,
electronics_pair_673,673,no,,
electronics_pair_674,674,no,,
electronics_pair_675,675,yes,,
electronics_pair_676,676,no,,
electronics_pair_677,677,yes,,
electronics_pair_678,678,yes,,
electronics_pair_679,679,no,,
