page_name,pair_index,randomised,left_is,right_is
food_pair_220,220,no,,
food_pair_221,221,no,,
food_pair_222,222,yes,,
food_pair_223,223,no,,
food_pair_224,224,yes,,
food_pair_225,225,yes,,
food_pair_226,226,yes,,
food_pair_227,227,yes,,
food_pair_228,228,yes,,
food_pair_229,229,yes,,
food_pair_230,230,no,,
food_pair_231,231,no,,
food_pair_232,232,no,,
food_pair_233,233,no,,
food_pair_234,234,yes,,
food_pair_235,235,no,,
food_pair_236,236,yes,,
food_pair_237,237,yes,,
food_pair_238,238,yes,,
food_pair_239,239,yes,,
