page_name,pair_index,randomised,left_is,right_is
electronics_pair_360,360,yes,,
electronics_pair_361,361,no,,
electronics_pair_362,362,no,,
electronics_pair_363,363,no,,
electronics_pair_364,364,yes,,
electronics_pair_365,365,no,,
electronics_pair_366,366,no,,
electronics_pair_367,367,yes,,
electronics_pair_368,368,yes,,
electronics_pair_369,369,yes,,
electronics_pair_370,370,yes,,
electronics_pair_371,371,no,,
electronics_pair_372,372,yes,,
electronics_pair_373,373,no,,
electronics_pair_374,374,yes,,
electronics_pair_375,375,yes,,
electronics_pair_376,376,no,,
electronics_pair_377,377,yes,,
electronics_pair_378,378,yes,,
electronics_pair_379,379,yes,,
