page_name,pair_index,randomised,left_is,right_is
clothing_pair_580,580,yes,,
clothing_pair_581,581,no,,
clothing_pair_582,582,yes,,
clothing_pair_583,583,no,,
clothing_pair_584,584,no,,
clothing_pair_585,585,yes,,
clothing_pair_586,586,yes,,
clothing_pair_587,587,no,,
clothing_pair_588,588,yes,,
clothing_pair_589,589,no,,
clothing_pair_590,590,no,,
clothing_pair_591,591,no,,
clothing_pair_592,592,yes,,
clothing_pair_593,593,no,,
clothing_pair_594,594,yes,,
clothing_pair_595,595,yes,,
clothing_pair_596,596,yes,,
clothing_pair_597,597,no,,
clothing_pair_598,598,yes,,
clothing_pair_599,599,yes,,
