page_name,pair_index,randomised,left_is,right_is
food_pair_1180,1180,yes,,
food_pair_1181,1181,no,,
food_pair_1182,1182,no,,
food_pair_1183,1183,yes,,
food_pair_1184,1184,no,,
food_pair_1185,1185,yes,,
food_pair_1186,1186,yes,,
food_pair_1187,1187,yes,,
food_pair_1188,1188,yes,,
food_pair_1189,1189,yes,,
food_pair_1190,1190,yes,,
food_pair_1191,1191,no,,
food_pair_1192,1192,no,,
food_pair_1193,1193,no,,
food_pair_1194,1194,yes,,
food_pair_1195,1195,yes,,
food_pair_1196,1196,yes,,
food_pair_1197,1197,no,,
food_pair_1198,1198,no,,
food_pair_1199,1199,no,,
