page_name,pair_index,randomised,left_is,right_is
food_pair_1040,1040,yes,,
food_pair_1041,1041,no,,
food_pair_1042,1042,no,,
food_pair_1043,1043,yes,,
food_pair_1044,1044,yes,,
food_pair_1045,1045,yes,,
food_pair_1046,1046,yes,,
food_pair_1047,1047,no,,
food_pair_1048,1048,yes,,
food_pair_1049,1049,no,,
food_pair_1050,1050,no,,
food_pair_1051,1051,no,,
food_pair_1052,1052,no,,
food_pair_1053,1053,yes,,
food_pair_1054,1054,no,,
food_pair_1055,1055,yes,,
food_pair_1056,1056,no,,
food_pair_1057,1057,no,,
food_pair_1058,1058,no,,
food_pair_1059,1059,no,,
