page_name,pair_index,randomised,left_is,right_is
food_pair_340,340,yes,,
food_pair_341,341,no,,
food_pair_342,342,yes,,
food_pair_343,343,no,,
food_pair_344,344,yes,,
food_pair_345,345,no,,
food_pair_346,346,no,,
food_pair_347,347,yes,,
food_pair_348,348,yes,,
food_pair_349,349,no,,
food_pair_350,350,yes,,
food_pair_351,351,no,,
food_pair_352,352,no,,
food_pair_353,353,no,,
food_pair_354,354,no,,
food_pair_355,355,yes,,
food_pair_356,356,no,,
food_pair_357,357,no,,
food_pair_358,358,yes,,
food_pair_359,359,yes,,
