page_name,pair_index,randomised,left_is,right_is
electronics_pair_820,820,no,,
electronics_pair_821,821,no,,
electronics_pair_822,822,no,,
electronics_pair_823,823,no,,
electronics_pair_824,824,yes,,
electronics_pair_825,825,no,,
electronics_pair_826,826,yes,,
electronics_pair_827,827,yes,,
electronics_pair_828,828,yes,,
electronics_pair_829,829,yes,,
electronics_pair_830,830,no,,
electronics_pair_831,831,no,,
electronics_pair_832,832,yes,,
electronics_pair_833,833,yes,,
electronics_pair_834,834,yes,,
electronics_pair_835,835,yes,,
electronics_pair_836,836,yes,,
electronics_pair_837,837,yes,,
electronics_pair_838,838,no,,
electronics_pair_839,839,no,,
