page_name,pair_index,randomised,left_is,right_is
clothing_pair_700,700,yes,,
clothing_pair_701,701,yes,,
clothing_pair_702,702,yes,,
clothing_pair_703,703,yes,,
clothing_pair_704,704,yes,,
clothing_pair_705,705,no,,
clothing_pair_706,706,no,,
clothing_pair_707,707,yes,,
clothing_pair_708,708,yes,,
clothing_pair_709,709,yes,,
clothing_pair_710,710,yes,,
clothing_pair_711,711,no,,
clothing_pair_712,712,yes,,
clothing_pair_713,713,yes,,
clothing_pair_714,714,no,,
clothing_pair_715,715,no,,
clothing_pair_716,716,yes,,
clothing_pair_717,717,no,,
clothing_pair_718,718,yes,,
clothing_pair_719,719,yes,,
