page_name,pair_index,randomised,left_is,right_is
clothing_pair_560,560,no,,
clothing_pair_561,561,yes,,
clothing_pair_562,562,yes,,
clothing_pair_563,563,yes,,
clothing_pair_564,564,yes,,
clothing_pair_565,565,no,,
clothing_pair_566,566,no,,
clothing_pair_567,567,yes,,
clothing_pair_568,568,no,,
clothing_pair_569,569,yes,,
clothing_pair_570,570,no,,
clothing_pair_571,571,no,,
clothing_pair_572,572,yes,,
clothing_pair_573,573,yes,,
clothing_pair_574,574,yes,,
clothing_pair_575,575,no,,
clothing_pair_576,576,no,,
clothing_pair_577,577,no,,
clothing_pair_578,578,yes,,
clothing_pair_579,579,yes,,
