page_name,pair_index,randomised,left_is,right_is
clothing_pair_280,280,yes,,
clothing_pair_281,281,no,,
clothing_pair_282,282,yes,,
clothing_pair_283,283,no,,
clothing_pair_284,284,yes,,
clothing_pair_285,285,yes,,
clothing_pair_286,286,no,,
clothing_pair_287,287,no,,
clothing_pair_288,288,no,,
clothing_pair_289,289,yes,,
clothing_pair_290,290,yes,,
clothing_pair_291,291,yes,,
clothing_pair_292,292,yes,,
clothing_pair_293,293,no,,
clothing_pair_294,294,no,,
clothing_pair_295,295,no,,
clothing_pair_296,296,no,,
clothing_pair_297,297,no,,
clothing_pair_298,298,yes,,
clothing_pair_299,299,no,,
