page_name,pair_index,randomised,left_is,right_is
electronics_pair_700,700,no,,
electronics_pair_701,701,yes,,
electronics_pair_702,702,yes,,
electronics_pair_703,703,no,,
electronics_pair_704,704,yes,,
electronics_pair_705,705,yes,,
electronics_pair_706,706,yes,,
electronics_pair_707,707,no,,
electronics_pair_708,708,yes,,
electronics_pair_709,709,yes,,
electronics_pair_710,710,no,,
electronics_pair_711,711,yes,,
electronics_pair_712,712,no,,
electronics_pair_713,713,yes,,
electronics_pair_714,714,yes,,
electronics_pair_715,715,yes,,
electronics_pair_716,716,yes,,
electronics_pair_717,717,yes,,
electronics_pair_718,718,yes,,
electronics_pair_719,719,no,,
