page_name,pair_index,randomised,left_is,right_is
food_pair_140,140,yes,,
food_pair_141,141,no,,
food_pair_142,142,no,,
food_pair_143,143,no,,
food_pair_144,144,no,,
food_pair_145,145,no,,
food_pair_146,146,yes,,
food_pair_147,147,yes,,
food_pair_148,148,yes,,
food_pair_149,149,no,,
food_pair_150,150,no,,
food_pair_151,151,no,,
food_pair_152,152,no,,
food_pair_153,153,no,,
food_pair_154,154,no,,
food_pair_155,155,yes,,
food_pair_156,156,no,,
food_pair_157,157,yes,,
food_pair_158,158,yes,,
food_pair_159,159,yes,,
