page_name,pair_index,randomised,left_is,right_is
clothing_pair_780,780,no,,
clothing_pair_781,781,no,,
clothing_pair_782,782,yes,,
clothing_pair_783,783,yes,,
clothing_pair_784,784,no,,
clothing_pair_785,785,yes,,
clothing_pair_786,786,yes,,
clothing_pair_787,787,yes,,
clothing_pair_788,788,no,,
clothing_pair_789,789,no,,
clothing_pair_790,790,yes,,
clothing_pair_791,791,yes,,
clothing_pair_792,792,no,,
clothing_pair_793,793,yes,,
clothing_pair_794,794,no,,
clothing_pair_795,795,yes,,
clothing_pair_796,796,no,,
clothing_pair_797,797,yes,,
clothing_pair_798,798,no,,
clothing_pair_799,799,yes,,
