page_name,pair_index,randomised,left_is,right_is
food_pair_1080,1080,yes,,
food_pair_1081,1081,yes,,
food_pair_1082,1082,yes,,
food_pair_1083,1083,no,,
food_pair_1084,1084,no,,
food_pair_1085,1085,no,,
food_pair_1086,1086,yes,,
food_pair_1087,1087,no,,
food_pair_1088,1088,no,,
food_pair_1089,1089,no,,
food_pair_1090,1090,yes,,
food_pair_1091,1091,yes,,
food_pair_1092,1092,no,,
food_pair_1093,1093,no,,
food_pair_1094,1094,yes,,
food_pair_1095,1095,no,,
food_pair_1096,1096,yes,,
food_pair_1097,1097,yes,,
food_pair_1098,1098,yes,,
food_pair_1099,1099,no,,
