page_name,pair_index,randomised,left_is,right_is
clothing_pair_840,840,no,,
clothing_pair_841,841,no,,
clothing_pair_842,842,yes,,
clothing_pair_843,843,yes,,
clothing_pair_844,844,no,,
clothing_pair_845,845,yes,,
clothing_pair_846,846,yes,,
clothing_pair_847,847,no,,
clothing_pair_848,848,yes,,
clothing_pair_849,849,no,,
clothing_pair_850,850,no,,
clothing_pair_851,851,yes,,
clothing_pair_852,852,yes,,
clothing_pair_853,853,no,,
clothing_pair_854,854,no,,
clothing_pair_855,855,no,,
clothing_pair_856,856,no,,
clothing_pair_857,857,yes,,
clothing_pair_858,858,yes,,
clothing_pair_859,859,no,,
