page_name,pair_index,randomised,left_is,right_is
clothing_pair_140,140,no,,
clothing_pair_141,141,no,,
clothing_pair_142,142,yes,,
clothing_pair_143,143,yes,,
clothing_pair_144,144,yes,,
clothing_pair_145,145,yes,,
clothing_pair_146,146,no,,
clothing_pair_147,147,no,,
clothing_pair_148,148,no,,
clothing_pair_149,149,no,,
clothing_pair_150,150,yes,,
clothing_pair_151,151,no,,
clothing_pair_152,152,yes,,
clothing_pair_153,153,no,,
clothing_pair_154,154,yes,,
clothing_pair_155,155,no,,
clothing_pair_156,156,no,,
clothing_pair_157,157,no,,
clothing_pair_158,158,yes,,
clothing_pair_159,159,no,,
