page_name,pair_index,randomised,left_is,right_is
food_pair_500,500,no,,
food_pair_501,501,yes,,
food_pair_502,502,yes,,
food_pair_503,503,no,,
food_pair_504,504,no,,
food_pair_505,505,no,,
food_pair_506,506,no,,
food_pair_507,507,yes,,
food_pair_508,508,yes,,
food_pair_509,509,yes,,
food_pair_510,510,yes,,
food_pair_511,511,yes,,
food_pair_512,512,no,,
food_pair_513,513,no,,
food_pair_514,514,yes,,
food_pair_515,515,no,,
food_pair_516,516,no,,
food_pair_517,517,no,,
food_pair_518,518,no,,
food_pair_519,519,yes,,
