page_name,pair_index,randomised,left_is,right_is
clothing_pair_540,540,yes,,
clothing_pair_541,541,yes,,
clothing_pair_542,542,no,,
clothing_pair_543,543,yes,,
clothing_pair_544,544,yes,,
clothing_pair_545,545,yes,,
clothing_pair_546,546,yes,,
clothing_pair_547,547,no,,
clothing_pair_548,548,yes,,
clothing_pair_549,549,no,,
clothing_pair_550,550,yes,,
clothing_pair_551,551,yes,,
clothing_pair_552,552,no,,
clothing_pair_553,553,yes,,
clothing_pair_554,554,no,,
clothing_pair_555,555,yes,,
clothing_pair_556,556,no,,
clothing_pair_557,557,no,,
clothing_pair_558,558,no,,
clothing_pair_559,559,yes,,
