page_name,pair_index,randomised,left_is,right_is
electronics_pair_480,480,no,,
electronics_pair_481,481,no,,
electronics_pair_482,482,no,,
electronics_pair_483,483,no,,
electronics_pair_484,484,yes,,
electronics_pair_485,485,no,,
electronics_pair_486,486,yes,,
electronics_pair_487,487,yes,,
electronics_pair_488,488,no,,
electronics_pair_489,489,yes,,
electronics_pair_490,490,no,,
electronics_pair_491,491,yes,,
electronics_pair_492,492,yes,,
electronics_pair_493,493,no,,
electronics_pair_494,494,no,,
electronics_pair_495,495,yes,,
electronics_pair_496,496,yes,,
electronics_pair_497,497,yes,,
electronics_pair_498,498,no,,
electronics_pair_499,499,yes,,
