page_name,pair_index,randomised,left_is,right_is
food_pair_700,700,no,,
food_pair_701,701,no,,
food_pair_702,702,yes,,
food_pair_703,703,no,,
food_pair_704,704,yes,,
food_pair_705,705,yes,,
food_pair_706,706,yes,,
food_pair_707,707,no,,
food_pair_708,708,yes,,
food_pair_709,709,yes,,
food_pair_710,710,yes,,
food_pair_711,711,no,,
food_pair_712,712,no,,
food_pair_713,713,no,,
food_pair_714,714,yes,,
food_pair_715,715,yes,,
food_pair_716,716,no,,
food_pair_717,717,yes,,
food_pair_718,718,no,,
food_pair_719,719,yes,,
