page_name,pair_index,randomised,left_is,right_is
electronics_pair_220,220,no,,
electronics_pair_221,221,yes,,
electronics_pair_222,222,no,,
electronics_pair_223,223,no,,
electronics_pair_224,224,yes,,
electronics_pair_225,225,no,,
electronics_pair_226,226,no,,
electronics_pair_227,227,no,,
electronics_pair_228,228,no,,
electronics_pair_229,229,yes,,
electronics_pair_230,230,yes,,
electronics_pair_231,231,no,,
electronics_pair_232,232,no,,
electronics_pair_233,233,yes,,
electronics_pair_234,234,no,,
electronics_pair_235,235,no,,
electronics_pair_236,236,yes,,
electronics_pair_237,237,yes,,
electronics_pair_238,238,yes,,
electronics_pair_239,239,yes,,
