page_name,pair_index,randomised,left_is,right_is
clothing_pair_820,820,no,,
clothing_pair_821,821,yes,,
clothing_pair_822,822,yes,,
clothing_pair_823,823,yes,,
clothing_pair_824,824,no,,
clothing_pair_825,825,no,,
clothing_pair_826,826,no,,
clothing_pair_827,827,no,,
clothing_pair_828,828,yes,,
clothing_pair_829,829,yes,,
clothing_pair_830,830,yes,,
clothing_pair_831,831,yes,,
clothing_pair_832,832,yes,,
clothing_pair_833,833,yes,,
clothing_pair_834,834,no,,
clothing_pair_835,835,yes,,
clothing_pair_836,836,yes,,
clothing_pair_837,837,no,,
clothing_pair_838,838,yes,,
clothing_pair_839,839,no,,
