page_name,pair_index,randomised,left_is,right_is
food_pair_1200,1200,no,,
food_pair_1201,1201,no,,
food_pair_1202,1202,yes,,
food_pair_1203,1203,yes,,
food_pair_1204,1204,yes,,
food_pair_1205,1205,yes,,
food_pair_1206,1206,yes,,
food_pair_1207,1207,no,,
food_pair_1208,1208,no,,
food_pair_1209,1209,yes,,
food_pair_1210,1210,no,,
food_pair_1211,1211,yes,,
food_pair_1212,1212,no,,
food_pair_1213,1213,no,,
food_pair_1214,1214,no,,
food_pair_1215,1215,yes,,
food_pair_1216,1216,yes,,
food_pair_1217,1217,yes,,
food_pair_1218,1218,yes,,
food_pair_1219,1219,yes,,
