page_name,pair_index,randomised,left_is,right_is
clothing_pair_360,360,yes,,
clothing_pair_361,361,no,,
clothing_pair_362,362,no,,
clothing_pair_363,363,yes,,
clothing_pair_364,364,yes,,
clothing_pair_365,365,yes,,
clothing_pair_366,366,no,,
clothing_pair_367,367,no,,
clothing_pair_368,368,no,,
clothing_pair_369,369,no,,
clothing_pair_370,370,no,,
clothing_pair_371,371,no,,
clothing_pair_372,372,yes,,
clothing_pair_373,373,yes,,
clothing_pair_374,374,no,,
clothing_pair_375,375,yes,,
clothing_pair_376,376,no,,
clothing_pair_377,377,yes,,
clothing_pair_378,378,yes,,
clothing_pair_379,379,no,,
