page_name,pair_index,randomised,left_is,right_is
food_pair_1140,1140,no,,
food_pair_1141,1141,no,,
food_pair_1142,1142,no,,
food_pair_1143,1143,no,,
food_pair_1144,1144,yes,,
food_pair_1145,1145,yes,,
food_pair_1146,1146,yes,,
food_pair_1147,1147,yes,,
food_pair_1148,1148,no,,
food_pair_1149,1149,yes,,
food_pair_1150,1150,yes,,
food_pair_1151,1151,no,,
food_pair_1152,1152,yes,,
food_pair_1153,1153,yes,,
food_pair_1154,1154,yes,,
food_pair_1155,1155,no,,
food_pair_1156,1156,yes,,
food_pair_1157,1157,yes,,
food_pair_1158,1158,no,,
food_pair_1159,1159,no,,
