page_name,pair_index,randomised,left_is,right_is
food_pair_480,480,yes,,
food_pair_481,481,no,,
food_pair_482,482,yes,,
food_pair_483,483,yes,,
food_pair_484,484,yes,,
food_pair_485,485,yes,,
food_pair_486,486,yes,,
food_pair_487,487,no,,
food_pair_488,488,yes,,
food_pair_489,489,no,,
food_pair_490,490,yes,,
food_pair_491,491,yes,,
food_pair_492,492,no,,
food_pair_493,493,yes,,
food_pair_494,494,no,,
food_pair_495,495,yes,,
food_pair_496,496,yes,,
food_pair_497,497,yes,,
food_pair_498,498,yes,,
food_pair_499,499,no,,
