page_name,pair_index,randomised,left_is,right_is
clothing_pair_900,900,yes,,
clothing_pair_901,901,yes,,
clothing_pair_902,902,no,,
clothing_pair_903,903,yes,,
clothing_pair_904,904,no,,
clothing_pair_905,905,no,,
clothing_pair_906,906,no,,
clothing_pair_907,907,yes,,
clothing_pair_908,908,yes,,
clothing_pair_909,909,no,,
clothing_pair_910,910,no,,
clothing_pair_911,911,yes,,
clothing_pair_912,912,yes,,
clothing_pair_913,913,no,,
clothing_pair_914,914,yes,,
clothing_pair_915,915,no,,
clothing_pair_916,916,no,,
clothing_pair_917,917,yes,,
clothing_pair_918,918,yes,,
clothing_pair_919,919,yes,,
