page_name,pair_index,randomised,left_is,right_is
food_pair_740,740,yes,,
food_pair_741,741,no,,
food_pair_742,742,no,,
food_pair_743,743,yes,,
food_pair_744,744,no,,
food_pair_745,745,no,,
food_pair_746,746,yes,,
food_pair_747,747,no,,
food_pair_748,748,yes,,
food_pair_749,749,no,,
food_pair_750,750,yes,,
food_pair_751,751,yes,,
food_pair_752,752,no,,
food_pair_753,753,no,,
food_pair_754,754,no,,
food_pair_755,755,no,,
food_pair_756,756,yes,,
food_pair_757,757,no,,
food_pair_758,758,yes,,
food_pair_759,759,yes,,
