page_name,pair_index,randomised,left_is,right_is
food_pair_620,620,yes,,
food_pair_621,621,no,,
food_pair_622,622,yes,,
food_pair_623,623,no,,
food_pair_624,624,no,,
food_pair_625,625,no,,
food_pair_626,626,no,,
food_pair_627,627,no,,
food_pair_628,628,yes,,
food_pair_629,629,no,,
food_pair_630,630,no,,
food_pair_631,631,yes,,
food_pair_632,632,no,,
food_pair_633,633,yes,,
food_pair_634,634,no,,
food_pair_635,635,no,,
food_pair_636,636,yes,,
food_pair_637,637,yes,,
food_pair_638,638,no,,
food_pair_639,639,no,,
