page_name,pair_index,randomised,left_is,right_is
electronics_pair_80,80,yes,,
electronics_pair_81,81,yes,,
electronics_pair_82,82,yes,,
electronics_pair_83,83,no,,
electronics_pair_84,84,no,,
electronics_pair_85,85,yes,,
electronics_pair_86,86,no,,
electronics_pair_87,87,no,,
electronics_pair_88,88,no,,
electronics_pair_89,89,no,,
electronics_pair_90,90,no,,
electronics_pair_91,91,yes,,
electronics_pair_92,92,yes,,
electronics_pair_93,93,yes,,
electronics_pair_94,94,yes,,
electronics_pair_95,95,no,,
electronics_pair_96,96,no,,
electronics_pair_97,97,yes,,
electronics_pair_98,98,no,,
electronics_pair_99,99,no,,
