page_name,pair_index,randomised,left_is,right_is
electronics_pair_280,280,yes,,
electronics_pair_281,281,yes,,
electronics_pair_282,282,yes,,
electronics_pair_283,283,yes,,
electronics_pair_284,284,no,,
electronics_pair_285,285,no,,
electronics_pair_286,286,no,,
electronics_pair_287,287,no,,
electronics_pair_288,288,no,,
electronics_pair_289,289,no,,
electronics_pair_290,290,yes,,
electronics_pair_291,291,no,,
electronics_pair_292,292,no,,
electronics_pair_293,293,yes,,
electronics_pair_294,294,no,,
electronics_pair_295,295,yes,,
electronics_pair_296,296,yes,,
electronics_pair_297,297,no,,
electronics_pair_298,298,yes,,
electronics_pair_299,299,no,,
