page_name,pair_index,randomised,left_is,right_is
electronics_pair_0,0,no,,
electronics_pair_1,1,yes,,
electronics_pair_2,2,yes,,
electronics_pair_3,3,yes,,
electronics_pair_4,4,no,,
electronics_pair_5,5,yes,,
electronics_pair_6,6,no,,
electronics_pair_7,7,no,,
electronics_pair_8,8,yes,,
electronics_pair_9,9,no,,
electronics_pair_10,10,no,,
electronics_pair_11,11,yes,,
electronics_pair_12,12,yes,,
electronics_pair_13,13,no,,
electronics_pair_14,14,yes,,
electronics_pair_15,15,no,,
electronics_pair_16,16,no,,
electronics_pair_17,17,no,,
electronics_pair_18,18,yes,,
electronics_pair_19,19,no,,
