page_name,pair_index,randomised,left_is,right_is
electronics_pair_800,800,yes,,
electronics_pair_801,801,no,,
electronics_pair_802,802,no,,
electronics_pair_803,803,no,,
electronics_pair_804,804,yes,,
electronics_pair_805,805,yes,,
electronics_pair_806,806,no,,
electronics_pair_807,807,no,,
electronics_pair_808,808,no,,
electronics_pair_809,809,no,,
electronics_pair_810,810,yes,,
electronics_pair_811,811,yes,,
electronics_pair_812,812,no,,
electronics_pair_813,813,no,,
electronics_pair_814,814,yes,,
electronics_pair_815,815,no,,
electronics_pair_816,816,yes,,
electronics_pair_817,817,no,,
electronics_pair_818,818,no,,
electronics_pair_819,819,yes,,
