page_name,pair_index,randomised,left_is,right_is
clothing_pair_240,240,yes,,
clothing_pair_241,241,no,,
clothing_pair_242,242,no,,
clothing_pair_243,243,no,,
clothing_pair_244,244,no,,
clothing_pair_245,245,yes,,
clothing_pair_246,246,no,,
clothing_pair_247,247,yes,,
clothing_pair_248,248,yes,,
clothing_pair_249,249,yes,,
clothing_pair_250,250,yes,,
clothing_pair_251,251,no,,
clothing_pair_252,252,yes,,
clothing_pair_253,253,no,,
clothing_pair_254,254,no,,
clothing_pair_255,255,no,,
clothing_pair_256,256,yes,,
clothing_pair_257,257,no,,
clothing_pair_258,258,no,,
clothing_pair_259,259,no,,
