page_name,pair_index,randomised,left_is,right_is
electronics_pair_960,960,yes,,
electronics_pair_961,961,no,,
electronics_pair_962,962,no,,
electronics_pair_963,963,yes,,
electronics_pair_964,964,yes,,
electronics_pair_965,965,yes,,
electronics_pair_966,966,yes,,
electronics_pair_967,967,no,,
electronics_pair_968,968,yes,,
electronics_pair_969,969,yes,,
electronics_pair_970,970,yes,,
electronics_pair_971,971,yes,,
electronics_pair_972,972,no,,
electronics_pair_973,973,no,,
electronics_pair_974,974,yes,,
electronics_pair_975,975,yes,,
electronics_pair_976,976,yes,,
electronics_pair_977,977,yes,,
electronics_pair_978,978,no,,
electronics_pair_979,979,yes,,
