page_name,pair_index,randomised,left_is,right_is
clothing_pair_600,600,yes,,
clothing_pair_601,601,yes,,
clothing_pair_602,602,no,,
clothing_pair_603,603,yes,,
clothing_pair_604,604,no,,
clothing_pair_605,605,no,,
clothing_pair_606,606,yes,,
clothing_pair_607,607,yes,,
clothing_pair_608,608,no,,
clothing_pair_609,609,yes,,
clothing_pair_610,610,yes,,
clothing_pair_611,611,yes,,
clothing_pair_612,612,no,,
clothing_pair_613,613,no,,
clothing_pair_614,614,yes,,
clothing_pair_615,615,yes,,
clothing_pair_616,616,no,,
clothing_pair_617,617,yes,,
clothing_pair_618,618,no,,
clothing_pair_619,619,yes,,
