page_name,pair_index,randomised,left_is,right_is
food_pair_1000,1000,yes,,
food_pair_1001,1001,yes,,
food_pair_1002,1002,yes,,
food_pair_1003,1003,yes,,
food_pair_1004,1004,no,,
food_pair_1005,1005,no,,
food_pair_1006,1006,no,,
food_pair_1007,1007,no,,
food_pair_1008,1008,yes,,
food_pair_1009,1009,yes,,
food_pair_1010,1010,yes,,
food_pair_1011,1011,no,,
food_pair_1012,1012,yes,,
food_pair_1013,1013,yes,,
food_pair_1014,1014,no,,
food_pair_1015,1015,no,,
food_pair_1016,1016,no,,
food_pair_1017,1017,yes,,
food_pair_1018,1018,no,,
food_pair_1019,1019,yes,,
