page_name,pair_index,randomised,left_is,right_is
electronics_pair_560,560,no,,
electronics_pair_561,561,yes,,
electronics_pair_562,562,no,,
electronics_pair_563,563,yes,,
electronics_pair_564,564,yes,,
electronics_pair_565,565,yes,,
electronics_pair_566,566,yes,,
electronics_pair_567,567,no,,
electronics_pair_568,568,yes,,
electronics_pair_569,569,no,,
electronics_pair_570,570,no,,
electronics_pair_571,571,no,,
electronics_pair_572,572,yes,,
electronics_pair_573,573,yes,,
electronics_pair_574,574,no,,
electronics_pair_575,575,yes,,
electronics_pair_576,576,no,,
electronics_pair_577,577,no,,
electronics_pair_578,578,no,,
electronics_pair_579,579,yes,,
