page_name,pair_index,randomised,left_is,right_is
electronics_pair_300,300,yes,,
electronics_pair_301,301,no,,
electronics_pair_302,302,no,,
electronics_pair_303,303,yes,,
electronics_pair_304,304,yes,,
electronics_pair_305,305,yes,,
electronics_pair_306,306,yes,,
electronics_pair_307,307,no,,
electronics_pair_308,308,no,,
electronics_pair_309,309,no,,
electronics_pair_310,310,yes,,
electronics_pair_311,311,no,,
electronics_pair_312,312,yes,,
electronics_pair_313,313,yes,,
electronics_pair_314,314,no,,
electronics_pair_315,315,yes,,
electronics_pair_316,316,no,,
electronics_pair_317,317,no,,
electronics_pair_318,318,yes,,
electronics_pair_319,319,yes,,
