page_name,pair_index,randomised,left_is,right_is
clothing_pair_160,160,no,,
clothing_pair_161,161,no,,
clothing_pair_162,162,yes,,
clothing_pair_163,163,no,,
clothing_pair_164,164,yes,,
clothing_pair_165,165,no,,
clothing_pair_166,166,yes,,
clothing_pair_167,167,no,,
clothing_pair_168,168,no,,
clothing_pair_169,169,yes,,
clothing_pair_170,170,yes,,
clothing_pair_171,171,yes,,
clothing_pair_172,172,no,,
clothing_pair_173,173,no,,
clothing_pair_174,174,yes,,
clothing_pair_175,175,no,,
clothing_pair_176,176,yes,,
clothing_pair_177,177,no,,
clothing_pair_178,178,no,,
clothing_pair_179,179,no,,
