page_name,pair_index,randomised,left_is,right_is
electronics_pair_900,900,no,,
electronics_pair_901,901,no,,
electronics_pair_902,902,no,,
electronics_pair_903,903,no,,
electronics_pair_904,904,no,,
electronics_pair_905,905,no,,
electronics_pair_906,906,no,,
electronics_pair_907,907,yes,,
electronics_pair_908,908,no,,
electronics_pair_909,909,no,,
electronics_pair_910,910,no,,
electronics_pair_911,911,no,,
electronics_pair_912,912,yes,,
electronics_pair_913,913,no,,
electronics_pair_914,914,yes,,
electronics_pair_915,915,yes,,
electronics_pair_916,916,no,,
electronics_pair_917,917,yes,,
electronics_pair_918,918,yes,,
electronics_pair_919,919,no,,
