page_name,pair_index,randomised,left_is,right_is
electronics_pair_860,860,no,,
electronics_pair_861,861,yes,,
electronics_pair_862,862,yes,,
electronics_pair_863,863,yes,,
electronics_pair_864,864,no,,
electronics_pair_865,865,no,,
electronics_pair_866,866,yes,,
electronics_pair_867,867,yes,,
electronics_pair_868,868,yes,,
electronics_pair_869,869,no,,
electronics_pair_870,870,no,,
electronics_pair_871,871,no,,
electronics_pair_872,872,yes,,
electronics_pair_873,873,yes,,
electronics_pair_874,874,no,,
electronics_pair_875,875,no,,
electronics_pair_876,876,yes,,
electronics_pair_877,877,no,,
electronics_pair_878,878,yes,,
electronics_pair_879,879,no,,
