page_name,pair_index,randomised,left_is,right_is
food_pair_780,780,no,,
food_pair_781,781,yes,,
food_pair_782,782,no,,
food_pair_783,783,yes,,
food_pair_784,784,no,,
food_pair_785,785,yes,,
food_pair_786,786,no,,
food_pair_787,787,no,,
food_pair_788,788,no,,
food_pair_789,789,yes,,
food_pair_790,790,yes,,
food_pair_791,791,no,,
food_pair_792,792,yes,,
food_pair_793,793,yes,,
food_pair_794,794,yes,,
food_pair_795,795,no,,
food_pair_796,796,yes,,
food_pair_797,797,yes,,
food_pair_798,798,yes,,
food_pair_799,799,yes,,
